Star,Date,Name,Reaction,Review,Week
3,2018-09-11,Sifat biswas,15,Very disappointed. Why do pathao steal user's personal information.,Week 2
1,2018-09-11,Isteak Hamid,13,Pathao store your sms and contacts from your phobe without your consent.It is strict violation of privacy..,Week 2
1,2018-09-11,BlueRage Arifin,14,"This app steals your sms, contact list and app list from your device, without your consent. App developers fix it.",Week 2
1,2018-09-11,S. M. NAHIDUZZAMAN,13,This app is fraud. Stealing customers data secretly.,Week 2
1,2018-09-11,Farid ahamed sujon,1,Simply they are hijacking our secrets.,Week 2
1,2018-09-11,Rashidul Hasan Dollar,1,"Play store should remove this kind of app as it stolen user's private information like SMS, Contact list etc. User's are very much concern about privacy. Everyone should uninstall this app immediately to protest the unlawful activity.",Week 2
1,2018-09-11,Md Elias,19,Fraud app...i un install now and never install it latter.,Week 2
1,2018-09-11,movie time,0,Hacking to moving Bangladesh! They should be ashmed they're self😡,Week 2
1,2018-09-11,A Google user,0,worstever app I've used so far. it's breaching privacy. customer service is very poor. the riders are not trained properly. many road accident have occured with a cost of valuable lives.,Week 2
1,2018-09-11,Sheikh Marzia,0,They steal out private information and keep them into their server. Is maintaining privacy some kind of a joke? We could've sent out credid car's information or we can have received important texts about our bank account. Do we Trust Pathao enough to let them have this kind of information about us?,Week 2
1,2018-09-11,Sifat E Shehrin,0,This app steals user's SMS & Contact list. User privacy is high concern.,Week 2
1,2018-09-11,Mahedi Mamun,0,"I don't want to share my sms or image to you.. why you stealing my sms, image? Hate this app.. Please don't download this app..",Week 2
1,2018-09-11,shafiul hasan,6,You are stealing sensitive data!! Uninstalling it right now!,Week 2
1,2018-09-11,Kamrun Azad,0,they steal private information,Week 2
1,2018-09-11,Md Almahmud,0,Stole our personal infomations,Week 2
1,2018-09-11,Sanjid Ibrahim,0,They steal our texts,Week 2
1,2018-09-11,MD. ROKONUZZAMAN,1,Not so good!,Week 2
1,2018-09-11,Rakib Faisal,0,Fraud,Week 2
1,2018-09-11,md maruf,0,Banglar chor🐸,Week 2
1,2018-09-11,Saiful Karim,0,Thief😡,Week 2
1,2018-09-11,ecstatic tashkin,0,"An app that steals private data. Shame shame, puppy shame. How can I order cheap food and cancel the orders for fun? *sigh* :'(",Week 2
1,2018-09-11,Masuk Al Hossain Akash,0,ডিজিটাল চোর হালারপুতেরা 😠😠😠,Week 2
1,2018-09-11,Zahid Rahman,0,They are doing completely wrong by accessing and storing users' sms. Sheer disgrace!,Week 2
1,2018-09-11,Ahmed Murshed,0,Unauthorized access to entire user data which ultimately breaks privacy policy. Disgusting.,Week 2
1,2018-09-11,Samedi Ishmael Medivh,0,Khankirpola bainchod der app! THIS APP ENDANGERS YOUR PRIVACY BY READING THROUGH ALL YOUR MESSAGES. AVOID THIS APP AND ANY APP BY THIS DEVELOPER.,Week 2
1,2018-09-11,Rashed Islam,0,Stealing data is not cool man -_-,Week 2
1,2018-09-11,Fayaz Megamind,0,"Why on earth would you ever need contact and sms permission? As you're replying everyone, ""you can deny the permissions"", no we can't. Permissions are asked only above Android 6.0, not below that. And why on earth would you store our contact and sms into your server? Dear Google, please ban this spy...Full ReviewWhy on earth would you ever need contact and sms permission? As you're replying everyone, ""you can deny the permissions"", no we can't. Permissions are asked only above Android 6.0, not below that. And why on earth would you store our contact and sms into your server? Dear Google, please ban this spyware app from Google play...",Week 2
1,2018-09-11,Ferdous Rahman,0,It's stealing information from our devices and selling the info to others! They should be banned and punished.,Week 2
1,2018-09-11,A Google user,0,Pathao is the worse experience in my life. I've uninstalled this stupid app.,Week 2
1,2018-09-11,Hom Device,0,they theft personal data from user devices to their service. and also do overcharge after giving services,Week 2
1,2018-09-11,Zahid Hasan,0,Pathao authority should be punished for their illegal access in users phone. Why the steal users personal information? Its a crime. They should bring under justice.,Week 2
1,2018-09-11,A Google user,0,"Today, No doubt they are stealing and storing User's personal data in their server with legal permission. So, avoid them so that you can safe.",Week 2
1,2018-09-11,mitou karim,0,Personal data stealing app,Week 2
1,2018-09-11,Mesbah Patwary,0,Steals data from device,Week 2
1,2018-09-11,Dibakar Saha Deep,0,আমার এসেমেস চুরি করছে 😭😭,Week 2
1,2018-09-11,Tanveer Alam,0,"They are stealing people's messages; and their vice chairman defended it ridiculously. They should face a trial and they should pay compensation against that. Since they violates peoples privacy, they should be banned from play-store as well.",Week 2
1,2018-09-11,Fazle Aziz Tamal,0,Fraud app which steals your information and store in their server.,Week 2
1,2018-09-11,Nusrat Noor Lamia,0,This app steals personal information without even informing.,Week 2
1,2018-09-11,Mehedi Hasan,0,"overcharge, personal infornation theft(sms), change of charges, bad behaviour..",Week 2
1,2018-09-11,monzu mozumder,0,"They are stealing your data (sms, contact list, app info) without your permission and they save this to their server. Don't use this untill they change their policy.",Week 2
1,2018-09-11,Platinamo Ltd.,0,"they overcharge users after giving services, and have bad behaviours. also the steal user personal data(contacts and sms) without informing..",Week 2
1,2018-09-11,Tahmid Hossain,0,Privacy niya eto khelen ken???,Week 2
1,2018-09-11,Anirban Sarker,0,They are basically information thief. They took all the info from user's mobile and share that data with a third party. Such a shame!!,Week 2
1,2018-09-11,Ehsan Nayeem,0,They are stealing our contact data,Week 2
1,2018-09-11,Armaan Solaiman,0,They are stealing data and move them to their database. Stupid business policy,Week 2
1,2018-09-11,Tafhim Tanjil,0,Stealing peoples texts and contacts without consent. Google should remove this app,Week 2
1,2018-09-11,Rifadul Islam,1,Successfully uninstalled. You guys are fraud. Stealing users contact and sms is a kind of crime. i just want see you guys delete those personal info from your server and make apology. We want Pathao will make us proud. as a bangladeshi i alwz with you if this types of things not happened in future a...Full ReviewSuccessfully uninstalled. You guys are fraud. Stealing users contact and sms is a kind of crime. i just want see you guys delete those personal info from your server and make apology. We want Pathao will make us proud. as a bangladeshi i alwz with you if this types of things not happened in future and i will review my review again.,Week 2
1,2018-09-11,Amir Hamza,0,This application break everyones privacy in a illigal way. That's why I uninstall this app.,Week 2
1,2018-09-11,Z. Alen Zeo,1,They are stealing message from users..Take some steps..Ban this app,Week 2
1,2018-09-11,Mizu Khan,0,"They took my all info like contact, massages, app list etc and they sold it to another company. Pathao is not a bike ride and Delivery service at all🐸",Week 2
1,2018-09-11,A Google user,0,I was a user of this app.but i really shocked to hear that they copy personal data from user.so if anyone want to download this apps think before about this.,Week 2
1,2018-09-11,Mohammad Asaduzzaman,1,They are stealing users personal information without permission.,Week 2
1,2018-09-11,Shafiul Numan,0,It steals customers data even mobile messages and uploads in its server. Unethical business!,Week 2
1,2018-09-11,Nabil'S Story,0,they r stealing personal data,Week 2
1,2018-09-11,Sudipto Saha,1,"This app steals personal information, msgs etc from phone and store in their server. This app is a huge threat for personal information leaking. Don't use it.",Week 2
1,2018-09-11,Ahsan Tonmoy,0,It is a dangerous app.dont download it.it will take all your information and use it for their own.,Week 2
1,2018-09-11,M. M. Tanzim Nawaz,0,"They steal all your sms and contact information and store them in their servers. When asked about it they say it's to read OTP and contact close relatives in case of dangers. Both of these reasons are ridiculous. You don't need to copy all of my sms to know OTP, you just need read permission. As for...Full ReviewThey steal all your sms and contact information and store them in their servers. When asked about it they say it's to read OTP and contact close relatives in case of dangers. Both of these reasons are ridiculous. You don't need to copy all of my sms to know OTP, you just need read permission. As for contact, you can ask for emergency contact information at initial app setup.",Week 2
1,2018-09-11,Tajbir Talukdar,1,Fraud of a company keeping personal information of users. Shame on you people,Week 2
1,2018-09-11,Shahriar Mahir,0,"They are hacking the information of users.It is really a shame fo Bangladeshi people that our country app is hacking the privacy.It's moto should be ""Hacking Bangladesh"".We were giving it more priority than UBER just because of being a app of our country but now UBER is best.",Week 2
1,2018-09-11,A Google user,0,This 'pathao' service app has total access to ur personal data in ur mobile. And recently they have done some privacy breaking scandal. That's why I am deleting this app.,Week 2
1,2018-09-11,MD RASHEDUL HASAN,0,Thrid class app.,Week 2
1,2018-09-11,Satoshi Nakamoto,1,I was riding with a driver who was riding a bike that wasn't even his. And we were stopped at banani graveyard in a police checkpoint and his bike got seized literally leaving me stranded. Apparently he didn't have the paperwork for his bike. I complained about this through the app but got no respon...Full ReviewI was riding with a driver who was riding a bike that wasn't even his. And we were stopped at banani graveyard in a police checkpoint and his bike got seized literally leaving me stranded. Apparently he didn't have the paperwork for his bike. I complained about this through the app but got no response. Moreover I was charged the full amount of the fare when he canceled the ride even though I was not delivered to my destination. Recently with all the privacy worries and invasion of personal information by this app I un installed it and never will be using it. This really is a tragic day for us bengalis as this shows how poor our corporate governance is and how unethical people working for these companies are for few profit,Week 2
1,2018-09-11,KD Production,11,Worst service coverage area in Kathmandu,Week 2
1,2018-09-11,Mishuk Mahbub,0,"They have been stealing and storing user data for so long, which is illegal and unethical. They should respect user privacy.",Week 2
1,2018-09-11,Lone Rider,0,Stealing personal message information isn't good guys. That's why uninstalled your apps. And you guys let anyone be a rider that's why many morons who doesn't have the much experience to,Week 2
1,2018-09-11,Tutul Hasan,0,Worst app ever.they steal all our privacy data from mobile.contract data sms data everything they get there just store at their server,Week 2
1,2018-09-11,A Google user,1,"This app forces users to give access to their contacts list and SMS. And then the organization copies all that info to their server. When confronted with this, they say they keep your information ""secure"", but fail to tell you why they would want that information in the first place. Moreover, they c...Full ReviewThis app forces users to give access to their contacts list and SMS. And then the organization copies all that info to their server. When confronted with this, they say they keep your information ""secure"", but fail to tell you why they would want that information in the first place. Moreover, they claim that jealous parties are spreading rumours about them, when the evidence is out in the open. This is remorseless data theft. Uninstalled the app.",Week 2
1,2018-09-11,Ashraful Islam,0,They Stealing customer personal data,Week 2
